Ticker,Date,Predicted_Return,rank,Signal,position,weight,Future_Return_5d
A,2024-08-26,0.0021724518384389937,0.3056768558951965,HOLD,0.0,0.0,-0.0108904457219294
A,2024-09-03,0.0022203107634686187,0.43231441048034935,HOLD,0.0,0.0,-0.006692630178734
A,2024-09-10,0.0020123473919385487,0.25109170305676853,HOLD,0.0,0.0,0.0023183896765111
A,2024-09-17,0.0024913649690487026,0.5600436681222707,HOLD,0.0,0.0,0.0254426372127383
A,2024-09-24,0.0024913649690487026,0.5622270742358079,HOLD,0.0,0.0,0.0330584521239478
A,2024-10-01,0.0021724518384389937,0.33406113537117904,HOLD,0.0,0.0,-0.0133051104034208
A,2024-10-08,0.0026473033897213547,0.4661572052401747,HOLD,0.0,0.0,-0.0002074460906594
A,2024-10-15,0.0021724518384389937,0.32641921397379914,HOLD,0.0,0.0,-0.0769124012751188
A,2024-10-22,0.0039676477025982395,0.9475982532751092,HOLD,0.0,0.0,-0.0167092078086671
A,2024-10-29,0.0029223481322354613,0.6451965065502183,HOLD,0.0,0.0,0.0699535794669226
A,2024-11-05,0.002893771735950134,0.6997816593886463,HOLD,0.0,0.0,-0.0480023169102936
A,2024-11-12,0.0039676477025982395,0.9410480349344978,HOLD,0.0,0.0,-0.0596992282251187
A,2024-11-19,0.0039676477025982395,0.9137554585152838,HOLD,0.0,0.0,0.069058735835634
A,2024-11-26,0.002893771735950134,0.824235807860262,HOLD,0.0,0.0,0.043387676139827
A,2024-12-04,0.002893771735950134,0.5644104803493449,HOLD,0.0,0.0,0.0070613802761319
A,2024-12-11,0.00241475415883998,0.21724890829694324,HOLD,0.0,0.0,-0.0579361696517075
A,2024-12-18,0.003290196193182705,0.33624454148471616,HOLD,0.0,0.0,0.0212014693683324
A,2024-12-26,0.0024913649690487026,0.3548034934497817,HOLD,0.0,0.0,-0.0010306956324904
A,2025-01-03,0.0024913649690487026,0.1408296943231441,HOLD,0.0,0.0,0.0461345301363609
A,2025-01-13,0.0024913649690487026,0.19213973799126638,HOLD,0.0,0.0,0.0748151504353242
A,2025-01-21,0.0020123473919385487,0.03275109170305677,SELL,-0.34497816593886466,-0.022222222222222223,-0.0146163130318873
A,2025-01-28,0.0024871989432209097,0.19541484716157206,HOLD,0.0,0.0,-0.0219502669425442
A,2025-02-04,0.003002505117993489,0.5982532751091703,HOLD,0.0,0.0,-0.0359765609879941
A,2025-02-11,0.003290196193182705,0.7270742358078602,HOLD,0.0,0.0,-0.032451542176477
A,2025-02-19,0.003477964660690199,0.8155021834061136,HOLD,0.0,0.0,-0.0195405963911599
A,2025-02-26,0.0032775498605075956,0.5589519650655022,HOLD,0.0,0.0,-0.0591953522139711
A,2025-03-05,0.0039676477025982395,0.8646288209606987,HOLD,0.0,0.0,-0.052644087816374
A,2025-03-12,0.0039676477025982395,0.7707423580786026,HOLD,0.0,0.0,0.0196912861109559
A,2025-03-19,0.002893771735950134,0.5807860262008734,HOLD,0.0,0.0,-0.0189018703534811
A,2025-03-26,0.003679956627409027,0.8111353711790393,HOLD,0.0,0.0,-0.0326105388853182
A,2025-04-02,0.003638069107190644,0.7510917030567685,HOLD,0.0,0.0,-0.0770755666580127
A,2025-04-09,-0.048874204338664115,0.185589519650655,HOLD,0.0,0.0,-0.0406352730453674
A,2025-04-16,0.007215332270519121,0.8122270742358079,HOLD,0.0,0.0,0.042064263127499
A,2025-04-24,0.004797976351754145,0.8755458515283843,HOLD,0.0,0.0,-0.0052326441427713
A,2025-05-01,0.0063975079695625095,0.8264192139737991,HOLD,0.0,0.0,0.0210407465999711
A,2025-05-08,0.006114298051234528,0.9443231441048034,HOLD,0.0,0.0,0.0340386815226727
A,2025-05-15,0.004973581066661532,0.9399563318777293,HOLD,0.0,0.0,-0.0241992987880598
A,2025-05-22,0.006208905324063635,0.9497816593886463,HOLD,0.0,0.0,0.0204230293356759
A,2025-05-30,0.005848018471091132,0.9235807860262009,HOLD,0.0,0.0,0.0346676639232563
A,2025-06-06,0.004351132355235411,0.8820960698689956,HOLD,0.0,0.0,0.0110535297544402
A,2025-06-13,0.0050517743730543185,0.8646288209606987,HOLD,0.0,0.0,-0.0081141489817156
A,2025-06-23,0.0037669092254221195,0.8231441048034934,HOLD,0.0,0.0,0.0161887964115765
A,2025-06-30,0.0037408048121042687,0.8449781659388647,HOLD,0.0,0.0,0.0254215739826595
A,2025-07-08,0.003931869932563218,0.9104803493449781,HOLD,0.0,0.0,-0.0666886997137576
A,2025-07-15,0.005918266632975678,0.9672489082969432,BUY,0.34497816593886477,0.020833333333333332,0.0287763407981695
A,2025-07-22,0.003011619043899989,0.8537117903930131,HOLD,0.0,0.0,0.0314140099818402
A,2025-07-29,0.0036683080181255886,0.9028384279475983,HOLD,0.0,0.0,-0.0413050492281859
A,2025-08-05,0.0039676477025982395,0.9039301310043668,HOLD,0.0,0.0,0.0211506686229012
A,2025-08-12,0.002893771735950134,0.6932314410480349,HOLD,0.0,0.0,0.0237811193554786
A,2025-08-19,0.0026514694155491477,0.49672489082969434,HOLD,0.0,0.0,-0.0150694992040302
A,2025-08-26,0.0032082222346723663,0.8275109170305677,HOLD,0.0,0.0,0.058495333815991
A,2025-09-03,0.002421834222184412,0.2925764192139738,HOLD,0.0,0.0,-0.0087845269397682
A,2025-09-10,0.0026297975937144818,0.5207423580786026,HOLD,0.0,0.0,0.0209474574330259
A,2025-09-17,0.0025103113849894994,0.49890829694323147,HOLD,0.0,0.0,-0.0184659402205156
A,2025-09-24,0.003142080951018477,0.7707423580786026,HOLD,0.0,0.0,0.1141663039974583
A,2025-10-01,0.0022026959290907247,0.19868995633187772,HOLD,0.0,0.0,0.0160917570939109
A,2025-10-08,0.0025103113849894994,0.4705240174672489,HOLD,0.0,0.0,-0.0082380774250541
A,2025-10-15,0.0027308584894970406,0.4519650655021834,HOLD,0.0,0.0,0.044539931919465
A,2025-10-22,0.0025103113849894994,0.38427947598253276,HOLD,0.0,0.0,-0.0183039573477761
A,2025-10-29,0.0027396741841170455,0.34497816593886466,HOLD,0.0,0.0,0.0249302192758362
A,2025-11-05,0.0019997636589610774,0.024017467248908297,SELL,-0.519650655021834,-0.0196078431372549,0.032363561093738
A,2025-11-12,0.0019997636589610774,0.018599562363238512,SELL,-0.6280087527352298,-0.0196078431372549,-0.0469905634583633
A,2025-11-19,0.00313009174668226,0.3777292576419214,HOLD,0.0,0.0,0.0690443327016363
A,2025-11-26,0.002402170425862509,0.14737991266375547,HOLD,0.0,0.0,-0.0391914749260438
A,2025-12-04,0.0035324985135836914,0.8056768558951966,HOLD,0.0,0.0,-0.0367449564313858
A,2025-12-11,0.0039676477025982395,0.9617903930131004,BUY,0.23580786026200928,0.02040816326530612,-0.0417862492107338
A,2025-12-18,0.0039676477025982395,0.9093886462882096,HOLD,0.0,0.0,0.0108838974404243
A,2025-12-26,0.0024913649690487026,0.4923580786026201,HOLD,0.0,0.0,0.0328057902027305
A,2026-01-05,0.0026514694155491477,0.5807860262008734,HOLD,0.0,0.0,0.0354020364981115
A,2026-01-12,0.0026514694155491477,0.6408296943231441,HOLD,0.0,0.0,-0.0821677357304447
A,2026-01-20,0.0039676477025982395,0.9334061135371179,HOLD,0.0,0.0,0.0008834213028778
A,2026-01-27,0.002893771735950134,0.7554585152838428,HOLD,0.0,0.0,-0.0280249918655332
A,2026-02-03,0.003717239089026127,0.8755458515283843,HOLD,0.0,0.0,-0.0237626714405329
A,2026-02-10,0.003442622711690111,0.8187772925764192,HOLD,0.0,0.0,-0.0159689733224323
A,2026-02-18,0.0033247548991368926,0.6932314410480349,HOLD,0.0,0.0,-0.0174885865606299
A,2026-02-25,0.0032488362970866293,0.648471615720524,HOLD,0.0,0.0,-0.0335150758840909
A,2026-03-04,0.0039676477025982395,0.8722707423580786,HOLD,0.0,0.0,-0.0424755492591213
A,2026-03-11,0.0039676477025982395,0.7947598253275109,HOLD,0.0,0.0,-0.0339629027129896
A,2026-03-18,0.0037253453821972566,0.6604803493449781,HOLD,0.0,0.0,0.0132735727079245
A,2026-03-25,0.0026514694155491477,0.24781659388646288,HOLD,0.0,0.0,0.0138077315652513
A,2026-04-01,0.002990700151540071,0.5829694323144105,HOLD,0.0,0.0,0.0074209749199143
A,2026-04-09,0.002990700151540071,0.7314410480349345,HOLD,0.0,0.0,0.0247855154301017
A,2026-04-16,0.002990700151540071,0.5185589519650655,HOLD,0.0,0.0,-0.0323890218271007
A,2026-04-23,0.0038530153385202973,0.8362445414847162,HOLD,0.0,0.0,0.0098759386549192
A,2026-04-30,0.0030125350112231697,0.6135371179039302,HOLD,0.0,0.0,0.0268281989809429
A,2026-05-07,0.0032330024719410574,0.509825327510917,HOLD,0.0,0.0,-0.0454277228852189
A,2026-05-14,0.00430687843858916,0.8286026200873362,HOLD,0.0,0.0,0.0135087299173504
A,2026-05-21,0.0032330024719410574,0.6200873362445415,HOLD,0.0,0.0,0.1806777393357794
A,2026-05-29,0.0028742776757035055,0.4497816593886463,HOLD,0.0,0.0,-0.0006640326031226
A,2026-06-05,0.0025103113849894994,0.29912663755458513,HOLD,0.0,0.0,-0.0413467661146734
A,2026-06-12,0.003640639472710682,0.8045851528384279,HOLD,0.0,0.0,-0.0258009748044293
A,2026-06-22,0.003390230859138566,0.5305676855895196,HOLD,0.0,0.0,0.0501225715420865
A,2026-06-29,0.0025103113849894994,0.314410480349345,HOLD,0.0,0.0,-0.0127230476406658
A,2026-07-07,0.0026477735635667757,0.43013100436681223,HOLD,0.0,0.0,0.0309592616859064
A,2026-07-14,0.0024092504892069405,0.17943107221006566,HOLD,0.0,0.0,-0.0173076656117561
A,2026-07-21,0.003063069491817496,0.6017505470459519,HOLD,0.0,0.0,0.0578051530972436
A,2026-07-28,0.00241475415883998,0.3347921225382932,HOLD,0.0,0.0,-0.0095346264544246
A,2026-08-04,0.00262271753037005,0.36433260393873085,HOLD,0.0,0.0,0.0739224767996793
A,2026-08-11,0.002402170425862509,0.12691466083150985,HOLD,0.0,0.0,-0.0070239013524273
A,2026-08-18,0.0023804152099690637,0.13785557986870897,HOLD,0.0,0.0,0.0426435039540862
AAPL,2024-08-26,0.0021724518384389937,0.3056768558951965,HOLD,0.0,0.0,-0.0194118696430016
AAPL,2024-09-03,0.002842400671493044,0.6681222707423581,HOLD,0.0,0.0,-0.0119405827135326
AAPL,2024-09-10,0.002673435922335464,0.5251091703056768,HOLD,0.0,0.0,-0.015083400640646
AAPL,2024-09-17,0.0029223481322354613,0.8842794759825328,HOLD,0.0,0.0,0.0488029990253773
AAPL,2024-09-24,0.0026514694155491477,0.6834061135371179,HOLD,0.0,0.0,-0.0051017655285714
AAPL,2024-10-01,0.0021724518384389937,0.33406113537117904,HOLD,0.0,0.0,-0.0019451060003849
AAPL,2024-10-08,0.0023884959899232562,0.27838427947598254,HOLD,0.0,0.0,0.035788641883993
AAPL,2024-10-15,0.0023835275852411857,0.4181222707423581,HOLD,0.0,0.0,0.0085952296530891
AAPL,2024-10-22,0.0020123473919385487,0.1812227074235808,HOLD,0.0,0.0,-0.009285179495205
AAPL,2024-10-29,0.0022203107634686187,0.2074235807860262,HOLD,0.0,0.0,-0.043736899476988
AAPL,2024-11-05,0.0035652409356968116,0.868995633187773,HOLD,0.0,0.0,0.0034907083909136
AAPL,2024-11-12,0.0024913649690487026,0.29585152838427947,HOLD,0.0,0.0,0.0180618254868942
AAPL,2024-11-19,0.0024913649690487026,0.21069868995633187,HOLD,0.0,0.0,0.029700362780586
AAPL,2024-11-26,0.0024913649690487026,0.3722707423580786,HOLD,0.0,0.0,0.0338211394146745
AAPL,2024-12-04,0.0020123473919385487,0.06441048034934498,HOLD,0.0,0.0,0.0143204438705923
AAPL,2024-12-11,0.0020123473919385487,0.07969432314410481,HOLD,0.0,0.0,0.0063288471087197
AAPL,2024-12-18,0.0019997636589610774,0.010917030567685589,SELL,-0.7816593886462883,-0.02040816326530612,0.0442248975083667
AAPL,2024-12-26,0.0019997636589610774,0.004366812227074236,SELL,-0.9126637554585154,-0.020833333333333332,-0.0604586096345394
AAPL,2025-01-03,0.00313009174668226,0.5982532751091703,HOLD,0.0,0.0,-0.0368179104676007
AAPL,2025-01-13,0.00313009174668226,0.5687772925764192,HOLD,0.0,0.0,-0.050170626335551
AAPL,2025-01-21,0.003730313786879327,0.9410480349344978,HOLD,0.0,0.0,0.0701580810277067
AAPL,2025-01-28,0.0027292915693922486,0.574235807860262,HOLD,0.0,0.0,-0.0229161066941999
AAPL,2025-02-04,0.003679956627409027,0.8056768558951966,HOLD,0.0,0.0,-0.0007732299493582
AAPL,2025-02-11,0.002893771735950134,0.6004366812227074,HOLD,0.0,0.0,0.0526609932814623
AAPL,2025-02-19,0.002893771735950134,0.648471615720524,HOLD,0.0,0.0,-0.0184179139819786
AAPL,2025-02-26,0.0032183951551675158,0.5458515283842795,HOLD,0.0,0.0,-0.0192211478842396
AAPL,2025-03-05,0.0032775498605075956,0.5796943231441049,HOLD,0.0,0.0,-0.079579236991954
AAPL,2025-03-12,0.0039676477025982395,0.7707423580786026,HOLD,0.0,0.0,-0.0080191274248149
AAPL,2025-03-19,0.0030578667193846016,0.7609170305676856,HOLD,0.0,0.0,0.0292231607768311
AAPL,2025-03-26,0.002893771735950134,0.519650655021834,HOLD,0.0,0.0,0.0106531874841147
AAPL,2025-04-02,0.002893771735950134,0.5229257641921398,HOLD,0.0,0.0,-0.1118406063441642
AAPL,2025-04-09,-0.02067700323714005,0.4912663755458515,HOLD,0.0,0.0,-0.0230324450111933
AAPL,2025-04-16,0.008493577742014922,0.834061135371179,HOLD,0.0,0.0,0.0725793510816603
AAPL,2025-04-24,0.005596869111898173,0.9104803493449781,HOLD,0.0,0.0,0.0237558781159799
AAPL,2025-05-01,0.005596869111898173,0.8133187772925764,HOLD,0.0,0.0,-0.0742077690209109
AAPL,2025-05-08,0.004806897214611854,0.9061135371179039,HOLD,0.0,0.0,0.0706870781648811
AAPL,2025-05-15,0.0038680806240511197,0.8384279475982532,HOLD,0.0,0.0,-0.0477181200449976
AAPL,2025-05-22,0.005021912987055379,0.8853711790393013,HOLD,0.0,0.0,-0.0025327498276227
AAPL,2025-05-30,0.0037510353289731315,0.7860262008733624,HOLD,0.0,0.0,0.015284998616567
AAPL,2025-06-06,0.003733021247963749,0.8373362445414847,HOLD,0.0,0.0,-0.0366320188690582
AAPL,2025-06-13,0.004619506220153948,0.8417030567685589,HOLD,0.0,0.0,0.0257063025207799
AAPL,2025-06-23,0.0033486285620717,0.7456331877729258,HOLD,0.0,0.0,0.0182133904166019
AAPL,2025-06-30,0.003117526300771612,0.722707423580786,HOLD,0.0,0.0,0.0235901758594607
AAPL,2025-07-08,0.0023748323045841764,0.29585152838427947,HOLD,0.0,0.0,-0.0042854812629171
AAPL,2025-07-15,0.0020123473919385487,0.07751091703056769,HOLD,0.0,0.0,0.0252976580301866
AAPL,2025-07-22,0.0020123473919385487,0.16375545851528384,HOLD,0.0,0.0,-0.0145988326172
AAPL,2025-07-29,0.0024871989432209097,0.3624454148471616,HOLD,0.0,0.0,-0.039522913497683
AAPL,2025-08-05,0.0032972991053888496,0.6091703056768559,HOLD,0.0,0.0,0.1317267690160557
AAPL,2025-08-12,0.00241475415883998,0.3002183406113537,HOLD,0.0,0.0,0.0039625677609183
AAPL,2025-08-19,0.0024092504892069405,0.23799126637554585,HOLD,0.0,0.0,-0.0054215822919686
AAPL,2025-08-26,0.0024092504892069405,0.30458515283842796,HOLD,0.0,0.0,0.0399459411261335
AAPL,2025-09-03,0.002244770322649055,0.2336244541484716,HOLD,0.0,0.0,-0.0489789402221728
AAPL,2025-09-10,0.003290196193182705,0.8406113537117904,HOLD,0.0,0.0,0.0537943144239128
AAPL,2025-09-17,0.0021598681054615224,0.17467248908296942,HOLD,0.0,0.0,0.055734515081262
AAPL,2025-09-24,0.002402170425862509,0.2893013100436681,HOLD,0.0,0.0,0.0124450058262921
AAPL,2025-10-01,0.002164836510143593,0.1615720524017467,HOLD,0.0,0.0,0.0102172661637585
AAPL,2025-10-08,0.0019997636589610774,0.03056768558951965,SELL,-0.38864628820960706,-0.018867924528301886,-0.0337905963853352
AAPL,2025-10-15,0.0032951645978647756,0.6943231441048034,HOLD,0.0,0.0,0.0365365204256891
AAPL,2025-10-22,0.0021724518384389937,0.08296943231441048,HOLD,0.0,0.0,0.0435287269051787
AAPL,2025-10-29,0.0021598681054615224,0.0665938864628821,HOLD,0.0,0.0,0.001631451321806
AAPL,2025-11-05,0.0021598681054615224,0.07423580786026202,HOLD,0.0,0.0,0.0123268912108385
AAPL,2025-11-12,0.0019997636589610774,0.018599562363238512,SELL,-0.6280087527352298,-0.0196078431372549,-0.0179544507265601
AAPL,2025-11-19,0.0027396741841170455,0.2259825327510917,HOLD,0.0,0.0,0.0334747926575089
AAPL,2025-11-26,0.0020123473919385487,0.05131004366812227,HOLD,0.0,0.0,0.0113493948931902
AAPL,2025-12-04,0.0020123473919385487,0.025109170305676855,SELL,-0.49781659388646293,-0.022727272727272728,-0.0095119818725376
AAPL,2025-12-11,0.0022203107634686187,0.1517467248908297,HOLD,0.0,0.0,-0.0210049144463956
AAPL,2025-12-18,0.002842400671493044,0.5109170305676856,HOLD,0.0,0.0,0.0044453927191487
AAPL,2025-12-26,0.0024913649690487026,0.4923580786026201,HOLD,0.0,0.0,-0.0224578795462011
AAPL,2026-01-05,0.0032775498605075956,0.8165938864628821,HOLD,0.0,0.0,-0.0262291757445211
AAPL,2026-01-12,0.0033148323221246956,0.8569868995633187,HOLD,0.0,0.0,-0.0520653335322106
AAPL,2026-01-20,0.0035652409356968116,0.7991266375545851,HOLD,0.0,0.0,0.0468990361108803
AAPL,2026-01-27,0.0024913649690487026,0.4279475982532751,HOLD,0.0,0.0,0.0434042763368176
AAPL,2026-02-03,0.0026514694155491477,0.5513100436681223,HOLD,0.0,0.0,0.0155855036300491
AAPL,2026-02-10,0.0026564378202312182,0.5927947598253275,HOLD,0.0,0.0,-0.0340908609396176
AAPL,2026-02-18,0.0038581951014781484,0.8318777292576419,HOLD,0.0,0.0,0.037374710250408
AAPL,2026-02-25,0.002893771735950134,0.5338427947598253,HOLD,0.0,0.0,-0.0427014604657549
AAPL,2026-03-04,0.0039676477025982395,0.8722707423580786,HOLD,0.0,0.0,-0.0065137571485618
AAPL,2026-03-11,0.002893771735950134,0.23253275109170304,HOLD,0.0,0.0,-0.0416778314441163
AAPL,2026-03-18,0.0035652409356968116,0.5665938864628821,HOLD,0.0,0.0,0.0107225440089748
AAPL,2026-03-25,0.0024913649690487026,0.11899563318777293,HOLD,0.0,0.0,0.011915168331108
AAPL,2026-04-01,0.0024913649690487026,0.14847161572052403,HOLD,0.0,0.0,0.0190117954024624
AAPL,2026-04-09,0.0026514694155491477,0.3395196506550218,HOLD,0.0,0.0,0.0111712686521701
AAPL,2026-04-16,0.0024913649690487026,0.15938864628820962,HOLD,0.0,0.0,0.038078963597997
AAPL,2026-04-23,0.0021774202431210643,0.10262008733624454,HOLD,0.0,0.0,-0.0076070168890797
AAPL,2026-04-30,0.0023804152099690637,0.20087336244541484,HOLD,0.0,0.0,0.059296097202786
AAPL,2026-05-07,0.002164836510143593,0.05458515283842795,HOLD,0.0,0.0,0.0374686505781924
AAPL,2026-05-14,0.0021598681054615224,0.056768558951965066,HOLD,0.0,0.0,0.0227356526393187
AAPL,2026-05-21,0.0019997636589610774,0.027292576419213975,SELL,-0.45414847161572053,-0.024390243902439025,0.0231811126613881
AAPL,2026-05-29,0.0019997636589610774,0.02947598253275109,SELL,-0.41048034934497823,-0.024390243902439025,-0.0151253004474462
AAPL,2026-06-05,0.0024871989432209097,0.17467248908296942,HOLD,0.0,0.0,-0.0527428634353753
AAPL,2026-06-12,0.003290196193182705,0.740174672489083,HOLD,0.0,0.0,0.0201971792127004
AAPL,2026-06-22,0.0021724518384389937,0.060043668122270744,HOLD,0.0,0.0,-0.0514124744256929
AAPL,2026-06-29,0.0039676477025982395,0.8548034934497817,HOLD,0.0,0.0,0.1026478825518388
AAPL,2026-07-07,0.002893771735950134,0.574235807860262,HOLD,0.0,0.0,0.0135195443248021
AAPL,2026-07-14,0.0025228951179669707,0.26805251641137856,HOLD,0.0,0.0,0.0409070872198356
AAPL,2026-07-21,0.0025103113849894994,0.2833698030634573,HOLD,0.0,0.0,0.0376517871043626
AAPL,2026-07-28,0.002402170425862509,0.2975929978118162,HOLD,0.0,0.0,-0.0902728266925801
AAPL,2026-08-04,0.003640639472710682,0.7964989059080962,HOLD,0.0,0.0,-0.0144482550590051
AAPL,2026-08-11,0.003108772973406149,0.6367614879649891,HOLD,0.0,0.0,0.0167918239995212
AAPL,2026-08-18,0.002893771735950134,0.5010940919037199,HOLD,0.0,0.0,-0.0004193300110453
AAPL,2026-08-25,0.002893771735950134,0.25,HOLD,0.0,0.0,0.0491449218660371
ABBV,2024-08-26,0.0019997636589610774,0.06986899563318777,HOLD,0.0,0.0,0.0012662074397724
ABBV,2024-09-03,0.0019997636589610774,0.12882096069868995,HOLD,0.0,0.0,0.0083970035996199
ABBV,2024-09-10,0.0019997636589610774,0.09934497816593886,HOLD,0.0,0.0,-0.0295962326292066
ABBV,2024-09-17,0.0030428154716756473,0.8995633187772926,HOLD,0.0,0.0,0.000310145048024
